single,enum
10.83,12.129999999999999
714.2,1613.17
5400.0,5400.0
0.0,0.0
5400.0,5400.0
3.5,4.1499999999999995
0.04,0.04
1.25,2.0599999999999996
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.35000000000000003,0.35000000000000003
5400.0,5400.0
5400.0,5400.0
1.4000000000000001,1.42
469.7,584.02
784.86,1041.03
102.55999999999999,128.94000000000003
584.85,637.65
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
90.14999999999999,184.4
11.700000000000001,15.610000000000001
9.459999999999999,21.43
0.0,0.0
0.01,0.0
13.51,43.129999999999995
5400.0,5400.0
20.66,28.44
0.17,0.37
0.01,0.02
5400.0,5400.0
0.03,0.03
0.0,0.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
14.559999999999999,23.16
5400.0,5400.0
5400.0,5400.0
0.66,0.86
2.31,4.109999999999999
0.14,0.21
5400.0,5400.0
22.02,49.39
4197.4,5400.0
8.12,11.37
0.02,0.03
2.48,2.3299999999999996
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
2.22,3.41
2568.31,5400.0
18.34,27.439999999999998
2.7399999999999998,5.59
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.03,0.04
5400.0,5400.0
0.05,0.06
3.07,5.22
453.78,1528.1299999999999
786.08,1511.19
0.99,0.97
5400.0,5400.0
1.59,2.91
0.22,0.36
5400.0,5400.0
165.21,5400.0
0.02,0.02
5400.0,5400.0
2.51,8.229999999999999
5400.0,5400.0
2.0,2.9
0.4,0.78
1.05,1.35
2217.43,4822.98
0.9400000000000001,1.43
217.6,190.9
1806.06,3560.9500000000003
5400.0,5400.0
257.01,291.5
1.46,2.67
0.21000000000000002,0.37
197.27,1157.24
0.12,0.12
280.66,294.31
0.02,0.03
5400.0,5400.0
0.81,0.8
5400.0,5400.0
0.36,0.55
0.02,0.02
160.29999999999998,181.5
5400.0,5400.0
0.21000000000000002,0.27
5400.0,5400.0
0.96,9.98
0.31,0.48000000000000004
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
26.23,64.49000000000001
5400.0,5400.0
0.02,0.02
5400.0,5400.0
0.02,0.02
481.79,5400.0
5400.0,5400.0
5400.0,5400.0
2.25,4.21
5400.0,5400.0
5400.0,5400.0
18.799999999999997,405.64
5400.0,5400.0
0.08,0.11
184.14,200.37
5400.0,5400.0
0.8,1.15
1.57,1.39
5400.0,5400.0
46.61,5400.0
0.13,0.13
0.11,0.12
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.01,0.01
3.34,9.51
5400.0,5400.0
5400.0,5400.0
291.8,142.9
0.09,0.08
1091.28,1974.41
0.4,0.89
2.3099999999999996,3.55
5400.0,5400.0
24.75,29.27
5400.0,5400.0
5400.0,5400.0
0.18,0.19
0.75,1.08
5400.0,5400.0
1.74,2.09
14.14,26.65
125.22000000000001,1580.21
0.46,0.78
8.049999999999999,10.299999999999999
105.35000000000001,236.62
5400.0,5400.0
5400.0,5400.0
0.5700000000000001,0.89
5400.0,5400.0
5400.0,5400.0
0.02,0.02
2.94,9.26
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.0,0.0
5400.0,5400.0
7.1499999999999995,14.93
0.91,1.1300000000000001
5400.0,5400.0
0.5,0.97
5400.0,5400.0
0.14,0.13
0.02,0.03
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
21.68,81.98
9.06,14.71
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.16,0.26
0.2,0.34
0.05,0.05
1.16,1.56
2609.3700000000003,5400.0
5400.0,5400.0
3.39,5.489999999999999
5400.0,5400.0
0.09,0.15000000000000002
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.32,0.4
1.8,2.03
5400.0,5400.0
0.03,0.02
5400.0,5400.0
7.7,58.39
14.94,42.31999999999999
0.09,0.22
5400.0,5400.0
2.11,3.25
5400.0,5400.0
9.75,1542.2700000000002
0.0,0.0
0.83,2.42
0.57,0.94
0.01,0.02
246.29,300.04
5400.0,5400.0
5400.0,5400.0
0.05,0.06999999999999999
324.62,454.14
36.77,76.95
0.01,0.02
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
1307.2800000000002,2326.81
0.23,0.23
2.44,2.6399999999999997
1.8900000000000001,4.6
5400.0,5400.0
5400.0,5400.0
4065.89,5400.0
25.22,28.68
0.11,0.19
0.35000000000000003,0.74
5400.0,5400.0
0.29,0.49
5400.0,5400.0
3.8299999999999996,3.71
5400.0,5400.0
2.4,62.36
5400.0,5400.0
2.1,3.0599999999999996
32.04,68.61
12.27,14.84
2.57,220.76999999999998
1.76,2.6599999999999997
5400.0,5400.0
5400.0,5400.0
4.97,10.52
0.05,0.05
0.31,0.39
894.55,1314.05
0.0,0.0
0.0,0.0
14.03,32.34
5400.0,5400.0
5400.0,5400.0
0.5700000000000001,0.8
2.6999999999999997,5.279999999999999
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.02,0.02
0.65,0.91
5400.0,5400.0
6.47,12.57
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
1.0,3.63
0.33,0.32
5400.0,5400.0
0.31,0.86
5400.0,5400.0
0.08,0.12
5400.0,5400.0
2346.25,5400.0
0.09,0.13
0.14,0.24
1506.59,2894.6800000000003
14.94,25.09
0.08,0.24000000000000002
5400.0,5400.0
5400.0,5400.0
98.36,183.03
2.86,5.17
3.86,4.539999999999999
11.58,32.230000000000004
5400.0,5400.0
21.72,36.92
5400.0,5400.0
0.5700000000000001,1.4
5400.0,5400.0
5400.0,5400.0
0.33,0.56
5400.0,5400.0
5400.0,5400.0
1.08,1.24
5400.0,5400.0
5400.0,5400.0
0.16,0.23
5400.0,5400.0
0.01,0.01
0.02,0.04
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
16.5,31.560000000000002
0.05,0.06
0.47000000000000003,0.84
0.9400000000000001,1.49
5400.0,5400.0
0.02,0.02
0.01,0.02
5400.0,5400.0
0.04,0.04
223.83,336.49
5400.0,5400.0
0.18000000000000002,0.39
0.03,0.02
625.32,1642.83
5400.0,5400.0
0.47000000000000003,0.59
956.4599999999999,1912.03
162.02,486.85
5400.0,5400.0
0.0,0.0
5.99,562.39
1.75,2.36
5400.0,5400.0
0.01,0.01
5400.0,5400.0
0.63,1.68
1229.7900000000002,3268.83
5400.0,5400.0
10.83,45.94
5400.0,5400.0
1.05,1.26
0.77,0.91
405.03000000000003,2036.61
0.17,0.41000000000000003
269.43,317.25
6.739999999999999,12.799999999999999
0.22,0.53
23.919999999999998,32.78
5400.0,5400.0
3.0199999999999996,8.93
5400.0,5400.0
0.12,0.13
5400.0,5400.0
0.03,0.05
29.61,77.42999999999999
0.7000000000000001,1.27
764.63,1444.26
5400.0,5400.0
3.23,9.04
5400.0,5400.0
0.09,0.18000000000000002
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
3.57,150.09
17.14,20.67
0.14,0.22
5400.0,5400.0
4.74,33.79
5400.0,5400.0
5400.0,5400.0
19.86,36.69
