paretosat-msh-50secs,paretosat-msh
0.31,0.35000000000000003
5400.0,5400.0
5400.0,5400.0
14.5,14.24
5400.0,5400.0
5400.0,5400.0
0.01,0.01
5400.0,5400.0
270.94,253.12
35.96,35.980000000000004
5400.0,5400.0
0.71,0.74
20.7,20.28
0.08,0.08
5400.0,5400.0
1.0,0.98
0.74,0.78
5400.0,5400.0
5400.0,5400.0
0.41000000000000003,0.44
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.02,0.02
5400.0,5400.0
5400.0,5400.0
0.13,0.12
2.48,2.3899999999999997
5400.0,5400.0
0.11,0.11
0.02,0.01
23.17,23.27
0.01,0.01
5400.0,5400.0
0.02,0.01
2.73,2.6199999999999997
5400.0,5400.0
3.0,3.01
2553.8799999999997,2180.1400000000003
13.969999999999999,13.93
0.01,0.01
0.02,0.02
26.05,25.88
0.52,0.55
5400.0,5400.0
0.0,0.0
5400.0,5400.0
5400.0,5400.0
3679.64,2789.25
939.5600000000001,727.21
0.08,0.07
271.35,249.39000000000001
156.92999999999998,314.04
3065.91,3675.42
239.53,262.96
51.4,51.23
18.32,18.36
2.88,2.55
22.95,22.59
0.02,0.02
129.75,108.03
0.05,0.04
0.01,0.0
25.639999999999997,26.17
3.13,3.3099999999999996
18.51,18.53
5400.0,5400.0
0.06,0.06999999999999999
0.02,0.01
0.0,0.0
215.25,190.27
0.62,0.54
2173.84,1875.42
0.09,0.09
0.08,0.09
1.86,1.85
1.68,1.78
5400.0,5400.0
138.66,117.18
5400.0,5400.0
0.54,0.5700000000000001
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.75,0.8200000000000001
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.19,0.21
5400.0,5400.0
5400.0,5400.0
8.12,7.97
22.94,22.48
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.03,0.03
5.74,5.6899999999999995
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
0.04,0.05
2.43,2.37
4.779999999999999,4.859999999999999
5400.0,5400.0
5400.0,5400.0
0.19,0.17
5400.0,5400.0
5400.0,5400.0
0.12,0.12
3.8299999999999996,3.8
5400.0,5400.0
0.13,0.12
0.13,0.13
2.25,2.4099999999999997
0.92,0.91
5400.0,5400.0
0.33,0.31
0.44,0.45
0.22,0.22
4.1499999999999995,4.18
150.65,207.21
170.92,182.41
9.39,9.4
2297.85,2168.61
5400.0,5400.0
0.0,0.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
609.73,565.5600000000001
0.48,0.46
0.0,0.0
0.77,0.78
2.9299999999999997,2.9099999999999997
1.15,1.1300000000000001
0.5,0.48
0.0,0.0
0.16,0.17
43.870000000000005,45.5
1.6,1.79
0.01,0.01
23.45,23.61
5400.0,5400.0
0.02,0.02
865.85,717.57
5400.0,5400.0
51.79,52.11
0.05,0.05
251.42,198.57
1.14,1.15
2.34,2.35
5400.0,5400.0
5400.0,5400.0
5400.0,5400.0
